"","climate_model","wts"
"118","MIROC.ESM_012.02",0.00190776259875626
"119","MIROC.ESM_013.02",0.00356806502013309
"120","MIROC.ESM_014.01",0.00144518283647532
"121","MIROC.ESM_014.02",0.00139725880968755
"122","MIROC.ESM_015.01",0.00187985211943832
"123","MIROC.ESM_015.02",0.00212153192862725
"124","MIROC.ESM_016.01",0.00662475595202644
"125","MIROC.ESM_016.02",0.00497155791939144
"126","MIROC.ESM_017.01",0.00297830031298975
"127","MIROC.ESM_017.02",0.00348184883601804
"128","MIROC.ESM_019.01",0.0025256830721827
"129","MIROC.ESM_019.02",0.00214656498542304
"130","MIROC.ESM_020.01",0.00131798498223542
"131","MIROC.ESM_020.02",0.00131692726472999
"132","MIROC.ESM_021.01",0.00256404327715231
"133","MIROC.ESM_021.02",0.00214941626203349
"134","MIROC.ESM_022.01",0.00258686119531494
"135","MIROC.ESM_022.02",0.0024389994038708
"136","MIROC.ESM_023.01",0.00153228239756944
"137","MIROC.ESM_023.02",0.00174853305805025
"138","MIROC.ESM_024.01",0.011072247214897
"139","MIROC.ESM_026.01",0.00185162012267809
"140","MIROC.ESM_026.02",0.00193255598298605
"141","MIROC.ESM_027.01",0.0392619441014624
"142","MIROC.ESM_028.01",0.00418760671984336
"143","MIROC.ESM_028.02",0.00459949761651543
"144","MIROC.ESM_030.01",0.00554180963533295
"145","MIROC.ESM_030.02",0.00591157844024458
"146","MIROC.ESM_031.01",0.00186454406928387
"147","MIROC.ESM_031.02",0.00160850622491279
"148","MIROC.ESM_032.01",0.024108182579847
"149","MIROC.ESM_032.02",0.0107689653075615
"150","MIROC.ESM_033.01",0.00178415200692303
"151","MIROC.ESM_033.02",0.00207619261435815
"152","MIROC.ESM_035.01",0.00160040637032226
"153","MIROC.ESM_035.02",0.00216571829017694
"154","MIROC.ESM_036.01",0.00165983573263282
"155","MIROC.ESM_036.02",0.00162149561542977
"156","MIROC.ESM_037.01",0.0223596757362038
"157","MIROC.ESM_037.02",0.013698511919289
"158","MIROC.ESM_038.01",0.00135547640834092
"159","MIROC.ESM_038.02",0.00138732058090427
"160","MIROC.ESM_039.01",0.00206025611966413
"161","MIROC.ESM_040.01",0.00158623236732738
"162","MIROC.ESM_040.02",0.00159710125343857
"163","MPI.ESM.P_001.01",0.00253355946248951
"164","MPI.ESM.P_001.02",0.00231625029209639
"165","MPI.ESM.P_002.01",0.00410137442387499
"166","MPI.ESM.P_003.01",0.00194945933560846
"167","MPI.ESM.P_005.01",0.00988222104155121
"168","MPI.ESM.P_005.02",0.0114536564537406
"169","MPI.ESM.P_007.01",0.00651245099508162
"170","MPI.ESM.P_007.02",0.0045552362100391
"171","MPI.ESM.P_008.01",0.00483193900423682
"172","MPI.ESM.P_008.02",0.00385250644123028
"173","MPI.ESM.P_009.01",0.00300430013285969
"174","MPI.ESM.P_010.02",0.00566362421768263
"175","MPI.ESM.P_011.01",0.0129371907979323
"176","MPI.ESM.P_012.01",0.00249297710195849
"177","MPI.ESM.P_012.02",0.00254714926321752
"178","MPI.ESM.P_013.02",0.0115940995459004
"179","MPI.ESM.P_014.01",0.00514922223335572
"180","MPI.ESM.P_015.01",0.00214014977076039
"181","MPI.ESM.P_015.02",0.00245622201895174
"182","MPI.ESM.P_016.02",0.013735664977438
"183","MPI.ESM.P_017.01",0.00858816986601552
"184","MPI.ESM.P_018.01",0.006618606335634
"185","MPI.ESM.P_018.02",0.00557935809914643
"186","MPI.ESM.P_019.01",0.0113963472070527
"187","MPI.ESM.P_019.02",0.00705396850288744
"188","MPI.ESM.P_020.01",0.00414759874585582
"189","MPI.ESM.P_020.02",0.00381922015568839
