"","climate_model","wts"
"118","CCSM4_040.01",0.00343671414333046
"119","CCSM4_040.02",0.00332193838780239
"120","MIROC.ESM_001.02",0.00663683747048032
"121","MIROC.ESM_002.01",0.00284724739240411
"122","MIROC.ESM_002.02",0.0030837952860851
"123","MIROC.ESM_005.01",0.0111335489665746
"124","MIROC.ESM_005.02",0.0102528708038044
"125","MIROC.ESM_006.02",0.0187329152242717
"126","MIROC.ESM_009.01",0.00557349836232532
"127","MIROC.ESM_009.02",0.00692397508980153
"128","MIROC.ESM_011.01",0.00388745546180872
"129","MIROC.ESM_011.02",0.00358725464896391
"130","MIROC.ESM_018.02",0.00495116614679122
"131","MIROC.ESM_020.01",0.00276336140113779
"132","MIROC.ESM_020.02",0.00291315149272283
"133","MIROC.ESM_021.01",0.00381421099592767
"134","MIROC.ESM_022.01",0.00340903905125405
"135","MIROC.ESM_022.02",0.00289295587414569
"136","MIROC.ESM_023.01",0.00671085019760268
"137","MIROC.ESM_023.02",0.00738567543274469
"138","MIROC.ESM_024.01",0.00542550308373749
"139","MIROC.ESM_024.02",0.00429259679449615
"140","MIROC.ESM_025.01",0.00671885325354087
"141","MIROC.ESM_025.02",0.0101921281772469
"142","MIROC.ESM_026.01",0.00240170349573773
"143","MIROC.ESM_026.02",0.00237703531358434
"144","MIROC.ESM_027.01",0.00489754790161992
"145","MIROC.ESM_027.02",0.0049314386721524
"146","MIROC.ESM_028.01",0.00463177232242778
"147","MIROC.ESM_028.02",0.00387384349173635
"148","MIROC.ESM_029.01",0.00244542437009635
"149","MIROC.ESM_030.01",0.00278701134674901
"150","MIROC.ESM_031.02",0.00374090963470456
"151","MIROC.ESM_032.01",0.0142980639116376
"152","MIROC.ESM_032.02",0.00944625554161231
"153","MIROC.ESM_033.01",0.00371711581084145
"154","MIROC.ESM_033.02",0.00409317133716016
"155","MIROC.ESM_034.01",0.00250733472525277
"156","MIROC.ESM_034.02",0.0024998692645741
"157","MIROC.ESM_035.01",0.0024324971218533
"158","MIROC.ESM_035.02",0.002412900745761
"159","MIROC.ESM_036.01",0.00271510905418488
"160","MIROC.ESM_036.02",0.00272619802695514
"161","MIROC.ESM_037.01",0.00810681835808426
"162","MIROC.ESM_037.02",0.00981063893974935
"163","MIROC.ESM_038.01",0.00249723569808348
"164","MIROC.ESM_038.02",0.00249902508982113
"165","MIROC.ESM_039.01",0.00796266541846364
"166","MIROC.ESM_040.01",0.00346233367549227
"167","MIROC.ESM_040.02",0.00352059686531482
"168","MPI.ESM.P_001.01",0.00341375573298214
"169","MPI.ESM.P_001.02",0.00337597602757078
"170","MPI.ESM.P_003.01",0.00299488817598333
"171","MPI.ESM.P_003.02",0.00300208937278386
"172","MPI.ESM.P_004.01",0.0048153633398179
"173","MPI.ESM.P_005.01",0.00369582517074864
"174","MPI.ESM.P_005.02",0.00455804086895475
"175","MPI.ESM.P_006.01",0.00345546209499453
"176","MPI.ESM.P_006.02",0.00312560755029427
"177","MPI.ESM.P_007.01",0.00732779266711797
"178","MPI.ESM.P_008.01",0.00339649855128437
"179","MPI.ESM.P_009.01",0.00333665222598603
"180","MPI.ESM.P_009.02",0.00328426197101094
"181","MPI.ESM.P_011.01",0.0103500420838262
"182","MPI.ESM.P_013.02",0.00617601949116372
"183","MPI.ESM.P_016.02",0.00909379212318481
"184","MPI.ESM.P_017.01",0.00383637936698939
"185","MPI.ESM.P_017.02",0.00430391064903948
"186","MPI.ESM.P_018.01",0.00342543615458472
"187","MPI.ESM.P_018.02",0.00293498863466243
"188","MPI.ESM.P_019.01",0.00416744226399816
"189","MPI.ESM.P_019.02",0.00344263965309147
"190","MPI.ESM.P_020.01",0.00389769783302973
"191","MPI.ESM.P_021.01",0.00463454278618596
"192","MPI.ESM.P_021.02",0.0048077788489215
"193","MPI.ESM.P_022.01",0.00402714811667823
"194","MPI.ESM.P_022.02",0.00317420554373616
"195","MPI.ESM.P_023.01",0.00481329091863825
"196","MPI.ESM.P_023.02",0.00763791912244166
"197","MPI.ESM.P_024.01",0.00675052939596761
"198","MPI.ESM.P_024.02",0.00586902244353715
